Page,Label,Text
24,*," The Honorable HAROLD D. VIETOR, United States District Judge for the Southern District of Iowa."
24,1," The United States District Court for the Southern District of Iowa, Judge Donald E. O'Brien presiding."
24,2," Because the case is before this Court on the district court's refusal to dismiss under Fed.R.Civ.P. 12(c), the facts well-pleaded 
by the plaintiff are deemed true.  Quality Mercury, Inc. v. Ford Motor Co., 542 F.2d 466, 468 (8th Cir. 1976), cert. denied, 433 
U.S. 914, 97 S. Ct. 2986, 53 L. Ed. 2d 1100 (1977). "
25,3," See page 12, infra. Sound ceased doing business in 1975 because its liabilities exceeded its assets. "
26,4," Although the FCC has jurisdiction over Bell's activities in the interconnect area, North Carolina Utils. Comm'n v. FCC, 552 F.2d 
1036 (4th Cir.), cert. denied, 434 U.S. 874, 98 S. Ct. 222, 98 S. Ct. 223, 54 L. Ed. 2d 154 (1977), that is not sufficient to imply 
immunity. ""HN2[
] The Court has never held * * * that the antitrust laws are inapplicable to anticompetitive conduct simply 
because a federal agency has jurisdiction over the activities of one or more of the defendants."" Gordon v. New York Stock Exch., 
422 U.S. 659, 692, 95 S. Ct. 2598, 45 L. Ed. 2d 463 (1975) (Stewart, J., concurring), quoted in Cantor v. Detroit Edison Co., 428 
U.S. 579, 596 n.36, 96 S. Ct. 3110, 49 L. Ed. 2d 1141 (1976)."
26,5," For a recent Eighth Circuit case discussing this issue, see National Gerimedical Hospital and Gerontology Center v. Blue Cross 
of Kansas City, Blue Cross Association, 628 F.2d 1050 (8th Cir. 1980). "
27,6," See the detailed discussion of the Act's history in Essential Communications Sys., Inc. v. American Tele. & Tel. Co., 610 F.2d 
1114, 1117-1120 (3d Cir. 1979). "
28,7," Bell claims that it required protective connecting arrangements because it did not know how otherwise to adequately protect the 
integrity of its equipment. The claim is a factual matter to be established at trial. The claim is relevant, if at all, only to the merits 
of the antitrust charges rather than to the claim of immunity. "
29,8," The word ""exemption"" is ""a shorthand expression for Parker's holding that the Sherman Act was not intended by Congress to 
prohibit the anticompetitive restraints imposed by California in that case."" Lafayette v. Louisiana Power & Light Co., 435 U.S. 
389, 393 n.8, 98 S. Ct. 1123, 55 L. Ed. 2d 364 (1978). "
31,9," The Court reiterated this requirement in New Motor Vehicle Bd. v. Orrin W. Fox Co., 439 U.S. 96, 109, 99 S. Ct. 403, 58 L. Ed. 
2d 361 (1978). In that case, the Court held exempt from Sherman Act challenge a California statute requiring that new 
automobile dealerships within the market area of an existing franchisee must be approved by the New Motor Vehicle Board. "
33,10," Having disposed of these contentions, we necessarily reject Bell's claim that its marketing practices are immune because they 
are ""integrally related"" to the regulated conduct. Bell also contends that the district court erred in failing to dismiss the portion of 
Sound's complaint that alleged a denial of access to federal and state regulatory agencies. We find this contention to be without 
merit. See California Motor Transport Co. v. Trucking Unlimited, 404 U.S. 508, 92 S. Ct. 609, 30 L. Ed. 2d 642 (1972). "
37,1, .   15 U.S.C. § 1.
37,2, .   15 U.S.C. § 2.
37,3," .  The installation of avionics in turbine-powered aircraft involves the placing of the actual electronic equipment, including inertial 
navigation systems, if needed, in the aircraft and the wiring of such equipment together, to the controls, and to the power source.  
An avionics system usually includes flight control, navigation, and communication subsystems.  The installation of interiors 
includes the design and installation of the seats, carpeting, and other interior items in the aircraft cabin."
37,4," .  Green aircraft are those new planes that are sold to customers without completed avionics and interior furnishings and that 
are therefore outfitted by independent companies.  Some models that are delivered green include Grumman Gulfstream I and II, 
JetStar I and II, Hawker-Siddley jets, Merlin, DC-9, 707, 727, some models of the Falcon, and various heavy-duty helicopters."
37,5," .  In the early 1970's, Page became exclusive worldwide dealer for the G-II, although customers continued to be able to 
purchase the G-II directly from Grumman, also. "
38,6," .  The following table is taken from defendants' exhibits 311 and 312 and plaintiffs' exhibit 243:No. Planes per Year Outfitted with 
Avionics Installers"
38,1968, 
38,1969, 
38,1970, 
38,1971, 
38,1972, 
38,1973, 
38,1974, 
38,1975, 
38,1976, 
38,1977*,  Marshall's of Cambridge
38,0, 
38,1, 
38,1, 
38,0, 
38,0, 
38,0, 
38,0, 
38,0,  
39,0, 
39,0,  AiResearch
39,13, 
39,13, 
39,11, 
39,2, 
39,1, 
39,7, 
39,0, 
39,1, 
39,2, 
39,0,  Atlantic Aviation
39,16, 
39,8, 
39,1, 
39,1, 
39,2, 
39,3, 
39,0, 
39,3, 
39,1, 
39,3,  Qualitron
39,1, 
39,1, 
39,0, 
39,0, 
39,1, 
39,0, 
39,0, 
39,0, 
39,0, 
39,0,  Executive
39,2,  
40,3, 
40,0, 
40,0, 
40,2, 
40,3, 
40,4, 
40,2, 
40,2, 
40,0,  Pacific Airmotive
40,1, 
40,1, 
40,0, 
40,0, 
40,0, 
40,0, 
40,0, 
40,0, 
40,0, 
40,0,  Little Rock Automotive
40,0, 
40,2, 
40,1, 
40,0, 
40,0, 
40,0, 
40,0, 
40,0, 
40,0, 
40,0,  Western Commander/Jet Center
